#timestamp x y z qx qy qz qw id
246.303370 -0.399790 -20.988338 -0.160991 -0.024475 0.787542 -0.615616 0.013972 43
247.404647 -0.385584 -21.504801 -0.161097 -0.025963 0.786982 -0.616276 0.013767 44
248.873004 -0.376836 -22.178862 -0.157424 -0.026740 0.786501 -0.616818 0.015374 45
249.907515 -0.356502 -22.655190 -0.155842 -0.029554 0.786230 -0.617082 0.013405 46
252.710770 -0.324521 -23.965546 -0.158396 -0.030440 0.785976 -0.617366 0.013167 47
253.711947 -0.320235 -24.435089 -0.158871 -0.030235 0.786540 -0.616642 0.013901 48
254.846595 -0.305140 -24.975859 -0.166698 -0.031027 0.787371 -0.615564 0.012847 49
255.981245 -0.297630 -25.501970 -0.168292 -0.030776 0.788295 -0.614385 0.013219 50
257.483009 -0.277256 -26.210711 -0.176554 -0.030448 0.789097 -0.613381 0.012770 51
259.118399 -0.266472 -26.974583 -0.178618 -0.029667 0.788567 -0.614088 0.013318 52
260.486757 -0.256623 -27.622057 -0.184196 -0.029721 0.788439 -0.614256 0.013039 53
261.554684 -0.250703 -28.122452 -0.186661 -0.028549 0.788083 -0.614765 0.013208 54
262.656105 -0.247952 -28.627651 -0.191064 -0.028289 0.787912 -0.614982 0.013846 55
264.825403 -0.222077 -29.611513 -0.193648 -0.029922 0.788277 -0.614517 0.009635 56
266.660918 -0.228815 -30.444420 -0.194709 -0.026824 0.788728 -0.614080 0.009702 57
267.828994 -0.234488 -30.980707 -0.199524 -0.026011 0.788667 -0.614207 0.008766 58
269.731295 -0.234867 -31.836014 -0.201983 -0.024636 0.788096 -0.615013 0.007622 59
270.765842 -0.236346 -32.295616 -0.194948 -0.024044 0.786905 -0.616554 0.007969 60
274.136491 -0.235082 -33.839745 -0.204992 -0.024496 0.786806 -0.616671 0.007256 61
275.604885 -0.231413 -34.494324 -0.201108 -0.024651 0.787141 -0.616250 0.006089 62
277.206764 -0.225699 -35.208599 -0.197548 -0.025422 0.786882 -0.616552 0.005937 63
278.575474 -0.221076 -35.831371 -0.190565 -0.026311 0.785452 -0.618318 0.007475 64
280.811418 -0.213943 -36.831257 -0.186861 -0.027207 0.784788 -0.619097 0.009316 65
282.313148 -0.202496 -37.524014 -0.191521 -0.028688 0.785586 -0.618024 0.008857 66
283.414441 -0.191597 -38.038460 -0.195677 -0.029995 0.786665 -0.616586 0.008950 67
284.448966 -0.178132 -38.513428 -0.195726 -0.031689 0.787673 -0.615239 0.006952 68
285.650382 -0.168503 -39.071835 -0.200089 -0.032883 0.788116 -0.614609 0.006926 69
287.585960 -0.175547 -39.959450 -0.200784 -0.029550 0.787654 -0.615302 0.011497 70
288.753979 -0.163261 -40.503883 -0.202352 -0.030562 0.787160 -0.615901 0.010532 71
289.755142 -0.168470 -40.937531 -0.199435 -0.027985 0.786689 -0.616582 0.012816 72
292.358179 -0.160208 -42.149204 -0.203897 -0.027510 0.786950 -0.616278 0.012416 73
294.527582 -0.166085 -43.136662 -0.205634 -0.025161 0.787764 -0.615337 0.012446 74
296.229584 -0.171561 -43.916840 -0.205009 -0.023727 0.787771 -0.615392 0.012096 75
297.998351 -0.159669 -44.725632 -0.211980 -0.026171 0.788606 -0.614290 0.007953 76
302.170075 -0.172402 -46.648827 -0.218281 -0.022324 0.787622 -0.615696 0.008462 77
303.671792 -0.174022 -47.332912 -0.219792 -0.021661 0.787354 -0.616083 0.006802 78
304.873241 -0.181261 -47.884384 -0.224145 -0.020650 0.787404 -0.616063 0.005853 79
305.941202 -0.197932 -48.362110 -0.220810 -0.019463 0.786915 -0.616722 0.006345 80
307.109275 -0.207240 -48.899658 -0.229123 -0.017931 0.788243 -0.615068 0.006525 81
308.544355 -0.213690 -49.575356 -0.233788 -0.016399 0.787940 -0.615510 0.005397 82
309.712426 -0.210590 -50.091492 -0.229435 -0.018700 0.787632 -0.615861 0.001588 83
310.980625 -0.228300 -50.689678 -0.227148 -0.016725 0.787025 -0.616692 0.001616 84
312.248822 -0.253397 -51.258461 -0.217813 -0.015851 0.785599 -0.618531 0.001443 85
314.050968 -0.266645 -52.100304 -0.226623 -0.015630 0.786556 -0.617321 0.000334 86
315.052196 -0.282251 -52.557270 -0.231060 -0.013772 0.788101 -0.615376 0.004438 87
316.821043 -0.276533 -53.386955 -0.239951 -0.016552 0.788681 -0.614549 0.006161 88
318.155952 -0.273477 -53.985565 -0.232928 -0.018330 0.788593 -0.614600 0.007286 89
319.390745 -0.258315 -54.565426 -0.231982 -0.022131 0.787774 -0.615519 0.007727 90
320.926196 -0.249648 -55.304989 -0.240879 -0.022143 0.787003 -0.616439 0.011824 91
322.961908 -0.225185 -56.212685 -0.243738 -0.024728 0.787322 -0.615930 0.011981 92
324.296860 -0.226842 -56.820137 -0.240524 -0.022481 0.787296 -0.615977 0.015270 93
326.299213 -0.206324 -57.754921 -0.239753 -0.025822 0.786321 -0.617126 0.013719 94
328.168039 -0.201416 -58.605988 -0.247462 -0.024500 0.786485 -0.616941 0.015022 95
329.803269 -0.202285 -59.371273 -0.246970 -0.023690 0.786458 -0.616977 0.016182 96
330.904536 -0.204298 -59.866161 -0.251286 -0.021600 0.786291 -0.617238 0.017264 97
332.873463 -0.211073 -60.783810 -0.260164 -0.020077 0.787424 -0.615856 0.016808 98
334.141578 -0.215975 -61.350765 -0.257833 -0.019154 0.786494 -0.617053 0.017492 99
335.876998 -0.209978 -62.139648 -0.261688 -0.020874 0.786487 -0.617042 0.016191 100
337.212056 -0.209305 -62.751820 -0.261729 -0.022387 0.785731 -0.617978 0.015142 101
338.480223 -0.204218 -63.318527 -0.259212 -0.022734 0.785717 -0.617995 0.014667 102
341.016627 -0.198792 -64.486122 -0.262976 -0.024341 0.785791 -0.617880 0.012843 103
342.384948 -0.182007 -65.123444 -0.258095 -0.027778 0.785791 -0.617793 0.009626 104
343.953492 -0.126943 -65.832733 -0.256660 -0.033648 0.785326 -0.617827 0.020508 105
345.955903 0.112519 -66.735481 -0.249289 -0.064870 0.783834 -0.615904 0.045366 106
347.023854 0.299202 -67.189865 -0.248346 -0.086995 0.782049 -0.614175 0.060176 107
348.158541 0.549126 -67.688171 -0.259610 -0.112370 0.778996 -0.611770 0.079221 108
349.626871 0.917941 -68.271751 -0.253052 -0.146517 0.773328 -0.608135 0.103283 109
351.128680 1.364707 -68.849121 -0.265993 -0.185441 0.766771 -0.599742 0.134103 110
352.864126 1.932433 -69.423431 -0.281274 -0.226626 0.754986 -0.591731 0.168794 111
354.232435 2.457468 -69.832458 -0.292115 -0.264426 0.744488 -0.580163 0.198057 112
355.300384 2.913297 -70.089783 -0.297355 -0.297792 0.733184 -0.568576 0.224682 113
356.401698 3.406806 -70.321304 -0.307704 -0.329879 0.719238 -0.555637 0.255233 114
358.804578 4.531297 -70.610130 -0.318222 -0.404770 0.681028 -0.522985 0.314403 115
360.840364 5.520302 -70.630547 -0.336444 -0.467783 0.639871 -0.493615 0.357894 116
362.342162 6.250385 -70.575554 -0.348879 -0.504886 0.609877 -0.468716 0.391720 117
363.643721 6.894934 -70.534271 -0.357877 -0.526992 0.590419 -0.455330 0.407872 118
364.945281 7.463748 -70.513817 -0.368165 -0.540581 0.578076 -0.444082 0.419991 119
366.547175 8.200226 -70.496803 -0.376578 -0.550373 0.568624 -0.440847 0.423569 120
368.883425 9.280478 -70.542709 -0.388530 -0.553493 0.564241 -0.440404 0.425818 121
370.051839 9.827275 -70.565765 -0.392239 -0.555789 0.561856 -0.439946 0.426455 122
373.222166 11.305212 -70.615051 -0.420431 -0.558545 0.560326 -0.435715 0.429203 123
374.256668 11.769045 -70.637428 -0.425532 -0.558780 0.560507 -0.433160 0.431241 124
375.691804 12.429514 -70.650795 -0.433246 0.560816 -0.558014 0.432551 -0.432442 125
376.893195 13.000368 -70.650620 -0.443116 0.564565 -0.554692 0.432753 -0.431635 126
378.628505 13.793221 -70.666122 -0.463319 0.566594 -0.552945 0.429793 -0.434168 127
380.463942 14.614023 -70.675163 -0.472647 0.568032 -0.552145 0.424582 -0.438412 128
382.766658 15.670919 -70.638306 -0.478892 0.573467 -0.544741 0.425621 -0.439591 129
383.867917 16.210707 -70.646942 -0.486152 0.572676 -0.543372 0.426478 -0.441480 130
385.002642 16.722317 -70.647293 -0.479696 0.571943 -0.542334 0.427085 -0.443118 131
386.571297 17.449625 -70.667572 -0.485117 0.569709 -0.545160 0.424611 -0.444902 132
387.705944 17.952074 -70.657822 -0.479062 0.570625 -0.542631 0.429331 -0.442283 133
389.074207 18.583260 -70.668419 -0.485335 0.569405 -0.544267 0.431000 -0.440217 134
390.142104 19.093903 -70.705467 -0.491493 0.566131 -0.548672 0.427118 -0.442747 135
392.144570 20.003197 -70.708382 -0.493640 0.567221 -0.548148 0.427358 -0.441768 136
393.579616 20.654070 -70.719772 -0.490950 0.567714 -0.548568 0.426395 -0.441544 137
395.415094 21.571985 -70.729713 -0.504927 0.568035 -0.547965 0.425720 -0.442531 138
396.549782 22.065914 -70.744240 -0.509651 0.567194 -0.549355 0.423375 -0.444133 139
397.851375 22.680914 -70.745277 -0.511470 0.568892 -0.547926 0.424364 -0.442780 140
399.386527 23.396488 -70.753212 -0.522264 0.568772 -0.548266 0.423610 -0.443235 141
400.888361 24.105150 -70.747749 -0.516965 0.569857 -0.544287 0.427506 -0.443005 142
403.090987 25.132141 -70.777473 -0.504249 0.566541 -0.545624 0.428614 -0.444540 143
404.726269 25.917637 -70.786720 -0.502275 0.565645 -0.544763 0.431103 -0.444329 144
407.863476 27.420076 -70.814423 -0.507417 0.565810 -0.547028 0.433466 -0.439007 145
409.198384 28.016314 -70.844559 -0.499063 0.562864 -0.549560 0.432459 -0.440621 146
410.299690 28.515636 -70.855774 -0.489868 0.562926 -0.549541 0.433919 -0.439129 147
411.901572 29.288206 -70.892609 -0.491266 0.561028 -0.551522 0.433951 -0.439041 148
413.803819 30.168175 -70.930397 -0.489824 0.560588 -0.552478 0.434326 -0.438030 149
415.005237 30.706873 -70.953651 -0.490952 0.561540 -0.552630 0.434766 -0.436179 150
416.206669 31.271427 -70.997490 -0.477930 0.558583 -0.555276 0.433340 -0.438029 151
417.875322 32.080208 -71.053108 -0.476135 -0.555237 0.556330 -0.432635 0.441629 152
419.310350 32.893013 -71.097107 -0.467772 -0.553573 0.556208 -0.434117 0.442417 153
424.049397 35.540947 -71.010750 -0.450768 0.572103 -0.536282 0.421421 -0.455526 154
425.651313 36.440014 -70.933502 -0.448851 0.578375 -0.531566 0.414990 -0.459024 155
427.453466 37.444271 -70.832809 -0.453742 0.583663 -0.525406 0.411419 -0.462624 156
428.588156 38.082237 -70.798134 -0.441096 0.584532 -0.524209 0.412058 -0.462315 157
429.656109 38.669239 -70.740944 -0.439696 0.586766 -0.519805 0.413128 -0.463502 158
432.225934 40.058475 -70.402840 -0.425061 0.608251 -0.494054 0.387736 -0.485389 159
433.260522 40.564274 -70.144310 -0.413144 0.625363 -0.472555 0.370188 -0.498572 160
435.429812 41.566792 -69.383736 -0.399934 -0.667099 0.413154 -0.326236 0.527117 161
436.731413 42.046432 -68.817200 -0.391931 -0.691184 0.370912 -0.294151 0.546044 162
437.932825 42.431583 -68.200912 -0.404597 -0.715915 0.324931 -0.258493 0.561309 163
439.501342 42.840042 -67.318771 -0.425366 -0.742888 0.262994 -0.202176 0.581444 164
441.570485 43.154259 -66.124405 -0.434398 -0.767513 0.190063 -0.138066 0.596437 165
442.905407 43.274609 -65.357079 -0.439789 -0.776358 0.147294 -0.110218 0.602847 166
444.307112 43.395931 -64.577675 -0.449251 -0.781055 0.114678 -0.083466 0.608142 167
446.242763 43.507244 -63.504601 -0.461978 -0.785239 0.080651 -0.061087 0.610871 168
447.310690 43.580685 -62.944416 -0.466606 -0.786830 0.069092 -0.054791 0.610838 169
449.880448 43.759098 -61.524384 -0.486363 -0.788161 0.050486 -0.040625 0.612049 170
452.917600 43.955830 -59.876724 -0.496977 -0.786896 0.039051 -0.029207 0.615156 171
455.253581 44.081825 -58.612255 -0.502899 -0.788820 0.029707 -0.022666 0.613487 172
456.588457 44.145374 -57.878708 -0.505010 -0.787983 0.024940 -0.020550 0.614849 173
457.656334 44.183880 -57.313339 -0.499543 -0.787265 0.020728 -0.020278 0.615933 174
458.924476 44.230999 -56.615028 -0.504115 -0.787575 0.015803 -0.018501 0.615739 175
460.159276 44.283161 -55.934174 -0.511734 -0.787387 0.013636 -0.016539 0.616086 176
461.260609 44.328350 -55.330326 -0.519208 -0.789126 0.011799 -0.017335 0.613874 177
462.462441 44.400749 -54.692471 -0.517944 -0.789029 0.015490 -0.016486 0.613939 178
463.697367 44.468136 -54.013767 -0.520913 -0.788747 0.015609 -0.018021 0.614255 179
465.733001 44.584274 -52.923431 -0.522362 -0.787270 0.017251 -0.020156 0.616037 180
467.001087 44.655415 -52.242283 -0.526252 -0.788037 0.018361 -0.020526 0.615012 181
468.068978 44.722866 -51.659409 -0.532337 -0.788465 0.020094 -0.020756 0.614400 182
469.837734 44.828022 -50.724815 -0.533691 -0.789518 0.022268 -0.021627 0.612942 183
471.072473 44.903881 -50.049694 -0.538302 -0.790034 0.022470 -0.022314 0.612245 184
472.307214 44.987465 -49.361809 -0.545746 -0.788875 0.023872 -0.026702 0.613509 185
473.308332 45.062946 -48.816589 -0.546861 -0.788102 0.024979 -0.028643 0.614371 186
474.543055 45.140984 -48.144917 -0.552498 -0.788402 0.025250 -0.023926 0.614177 187
476.144881 45.221989 -47.274101 -0.552942 -0.787949 0.022335 -0.024917 0.614831 188
477.246133 45.296524 -46.674892 -0.547494 -0.787514 0.024718 -0.024244 0.615323 189
478.314184 45.389030 -46.084099 -0.542591 -0.788438 0.026714 -0.023151 0.614098 190
479.949642 45.485664 -45.191200 -0.550348 -0.790405 0.025583 -0.028007 0.611409 191
481.651693 45.632706 -44.236046 -0.539782 -0.791626 0.025924 -0.028308 0.609800 192
482.919898 45.760178 -43.491905 -0.495163 -0.791294 0.026893 -0.027982 0.610203 193
483.987852 45.796940 -42.960289 -0.506637 -0.789462 0.028821 -0.029466 0.612414 194
485.155916 45.876869 -42.339001 -0.513883 -0.788577 0.027994 -0.031702 0.613479 195
486.491509 45.980774 -41.673237 -0.456470 -0.787238 0.029436 -0.030887 0.615172 196
487.760019 46.082104 -41.017078 -0.426591 -0.786573 0.029779 -0.031565 0.615971 197
488.894634 46.144749 -40.414005 -0.435974 -0.785945 0.030821 -0.032476 0.616673 198
490.062575 46.215137 -39.785988 -0.369353 -0.785635 0.028434 -0.035761 0.617001 199
491.263956 46.336277 -39.122341 -0.271047 -0.787208 0.028337 -0.034227 0.615085 200
493.232734 46.536129 -37.974819 -0.199740 -0.788809 0.034873 -0.041353 0.612253 201
494.434025 46.698414 -37.197277 -0.154150 -0.790034 0.042684 -0.046115 0.609835 202
495.535194 46.688858 -36.637760 -0.147571 -0.786572 0.054053 -0.049525 0.613131 203
496.602996 46.856972 -35.984859 -0.081921 -0.785949 0.057223 -0.057520 0.612944 204
497.670801 47.066296 -35.332584 -0.035335 -0.784253 0.066488 -0.062831 0.613660 205
499.506117 47.392830 -34.199459 0.094768 -0.782712 0.077766 -0.071101 0.613400 206
500.874260 47.614716 -33.445347 0.126009 -0.782164 0.083509 -0.073729 0.613033 207
501.875336 47.794502 -32.901875 0.151629 -0.781846 0.086660 -0.076368 0.612679 208
502.910420 47.996349 -32.310360 0.175627 -0.781822 0.090617 -0.078560 0.611859 209
503.978345 48.192799 -31.715275 0.182321 -0.781233 0.095143 -0.080811 0.611631 210
505.480159 48.508091 -30.836943 0.205121 -0.780796 0.100625 -0.084723 0.610782 211
507.048715 48.804935 -29.915159 0.193815 -0.781434 0.099431 -0.084191 0.610235 212
508.350277 48.990894 -29.190145 0.208777 -0.781647 0.094308 -0.076575 0.611777 213
509.818961 49.192646 -28.388096 0.214778 -0.782416 0.087988 -0.077169 0.611660 214
511.888089 49.524517 -27.229265 0.221854 -0.781436 0.088103 -0.078829 0.612684 215
513.656831 49.840534 -26.273466 0.246200 -0.780444 0.092198 -0.082246 0.612896 216
514.824867 50.043110 -25.624846 0.257406 -0.781238 0.092806 -0.089104 0.610831 217
516.360013 50.354530 -24.756308 0.256374 -0.779816 0.099463 -0.090574 0.611384 218
517.461306 50.555855 -24.146431 0.263399 -0.780789 0.098894 -0.093131 0.609848 219
518.462481 50.774658 -23.581608 0.268571 -0.780222 0.102327 -0.090261 0.610439 220
520.398081 51.159084 -22.506907 0.292059 -0.780346 0.102671 -0.090723 0.610155 221
521.466001 51.406384 -21.914835 0.307171 -0.778590 0.105585 -0.091697 0.611752 222
522.967765 51.784439 -21.084778 0.344809 -0.777198 0.109080 -0.092530 0.612783 223
524.035670 52.044167 -20.495661 0.338673 -0.776984 0.111695 -0.094375 0.612302 224
525.036855 52.241608 -19.948599 0.331088 -0.777874 0.112966 -0.099127 0.610183 225
526.472018 52.537697 -19.191774 0.337100 -0.778558 0.117136 -0.098052 0.608697 226
527.640081 52.752193 -18.564192 0.344292 -0.779862 0.115028 -0.092420 0.608311 227
529.241988 53.031364 -17.699730 0.350941 -0.779775 0.107773 -0.090239 0.610076 228
530.309929 53.186356 -17.129913 0.357145 -0.780232 0.102389 -0.091625 0.610212 229
531.377869 53.369087 -16.574341 0.368537 -0.778731 0.101708 -0.086780 0.612946 230
532.445896 53.557796 -15.999076 0.371904 -0.777711 0.101896 -0.083329 0.614686 231
534.214751 53.860054 -15.049493 0.371033 -0.780115 0.098554 -0.078452 0.612824 232
535.215950 54.018707 -14.516492 0.377558 -0.780481 0.097886 -0.075541 0.612830 233
536.417381 54.210136 -13.824046 0.366959 -0.782222 0.096557 -0.073084 0.611117 234
538.052662 54.458359 -12.936418 0.368217 -0.782861 0.091926 -0.076679 0.610572 235
539.754759 54.739433 -12.043713 0.379201 -0.781024 0.092325 -0.075635 0.612990 236
541.056271 54.961739 -11.313757 0.378423 -0.780033 0.092606 -0.075770 0.614191 237
542.324428 55.166718 -10.646406 0.384046 -0.779623 0.094324 -0.076166 0.614401 238
544.493642 55.521019 -9.487766 0.389567 -0.779434 0.095382 -0.078056 0.614241 239
545.728407 55.722034 -8.810858 0.392359 -0.779956 0.093766 -0.080563 0.613503 240
547.363639 56.009792 -7.928371 0.391665 -0.779740 0.098091 -0.079432 0.613249 241
548.431591 56.194756 -7.367377 0.387782 -0.780054 0.100382 -0.078769 0.612564 242
549.599678 56.398430 -6.741068 0.389825 -0.780758 0.101770 -0.079209 0.611380 243
550.600856 56.565533 -6.219091 0.393366 -0.780748 0.103196 -0.080423 0.610995 244
552.403062 56.901150 -5.259995 0.394277 -0.779357 0.107586 -0.077135 0.612436 245
553.537743 57.071362 -4.669359 0.399949 -0.778451 0.104084 -0.081843 0.613581 246
555.139674 57.346600 -3.847577 0.404036 -0.777707 0.105910 -0.078980 0.614587 247
556.274361 57.524048 -3.251941 0.410987 -0.777785 0.102470 -0.081776 0.614706 248
557.308929 57.672176 -2.712353 0.417253 -0.778663 0.098781 -0.082132 0.614150 249
559.144470 57.910542 -1.752146 0.424508 -0.780357 0.091034 -0.070454 0.614648 250
560.813131 58.070873 -0.830961 0.430194 -0.782201 0.076983 -0.058698 0.615458 251
561.847700 58.135437 -0.244204 0.429614 -0.783552 0.065155 -0.051781 0.615727 252
563.115845 58.192177 0.469602 0.430036 -0.785398 0.049404 -0.035459 0.615997 253
565.385203 57.968147 1.734197 0.423937 -0.787217 -0.013094 0.008441 0.616480 254
566.920351 57.586143 2.565672 0.421186 -0.783849 -0.071438 0.061179 0.613788 255
569.189764 56.739098 3.632280 0.412161 -0.769451 -0.169572 0.133595 0.601119 256
570.558089 56.112309 4.180111 0.398297 -0.755521 -0.224566 0.178613 0.588945 257
571.926412 55.408985 4.608277 0.389928 -0.737135 -0.282325 0.217352 0.574180 258
572.927605 54.850864 4.866729 0.380454 -0.720740 -0.321893 0.248716 0.561302 259
574.462830 53.939274 5.126395 0.366741 -0.689653 -0.384550 0.292659 0.539305 260
576.231623 52.921425 5.316352 0.359186 -0.657023 -0.437739 0.333494 0.515254 261
577.800196 52.012413 5.440688 0.345425 0.632533 0.472631 -0.361281 -0.495982 262
578.934864 51.354687 5.487011 0.337771 0.615016 0.494332 -0.377952 -0.484297 263
580.603497 50.410202 5.533630 0.325326 0.595871 0.518767 -0.394604 -0.469155 264
581.738170 49.787853 5.610717 0.317864 0.591247 0.524953 -0.397088 -0.466017 265
582.806093 49.200062 5.711916 0.308302 0.590859 0.525526 -0.404404 -0.459528 266
583.840660 48.644024 5.768420 0.307838 0.586139 0.529975 -0.405483 -0.459511 267
585.509303 47.703468 5.870279 0.298815 0.582044 0.534841 -0.408320 -0.456558 268
586.577247 47.103024 5.942760 0.291881 0.580022 0.536836 -0.411366 -0.454048 269
587.745317 46.457191 6.009448 0.289068 0.577484 0.539406 -0.412864 -0.452875 270
589.547463 45.434666 6.108555 0.285304 0.573632 0.542313 -0.416223 -0.451222 271
590.815649 44.724834 6.163830 0.277344 0.571019 0.544814 -0.419622 -0.448367 272
591.883585 44.145374 6.203251 0.277768 0.569031 0.546067 -0.421430 -0.447673 273
592.951612 43.568806 6.255077 0.282497 0.567702 0.545995 -0.426316 -0.444812 274
594.153058 42.894669 6.294291 0.280536 0.565281 0.547914 -0.428579 -0.443360 275
595.287752 42.263351 6.342697 0.279276 0.565622 0.548237 -0.430230 -0.440920 276
597.857505 40.826607 6.524766 0.264948 0.573652 0.543971 -0.420636 -0.445066 277
598.992229 40.196663 6.628120 0.262049 0.578354 0.539190 -0.419129 -0.446219 278
600.227045 39.530582 6.720485 0.263200 0.579302 0.537000 -0.415362 -0.451126 279
601.461849 38.836769 6.832977 0.254145 0.580910 0.533487 -0.413628 -0.454804 280
602.463028 38.279804 6.925006 0.248333 0.582492 0.531060 -0.412605 -0.456547 281
603.631074 37.667831 7.007459 0.249988 0.581122 0.531722 -0.412402 -0.457705 282
605.266333 36.735977 7.125427 0.241045 0.580740 0.533897 -0.409440 -0.458316 283
606.868227 35.849480 7.250955 0.235168 0.580963 0.534563 -0.409511 -0.457192 284
608.703789 34.842701 7.339887 0.235151 0.576158 0.540216 -0.410723 -0.455539 285
609.738350 34.253239 7.405028 0.230871 0.575303 0.540923 -0.415407 -0.451515 286
610.839672 33.652191 7.459761 0.225398 0.573329 0.541966 -0.419906 -0.448604 287
612.241372 32.883621 7.513730 0.219667 0.571424 0.545973 -0.421398 -0.444760 288
613.476167 32.192661 7.559966 0.216765 0.569249 0.548229 -0.424009 -0.442286 289
614.944582 31.368311 7.602557 0.208049 0.565065 0.551718 -0.425032 -0.442330 290
616.346247 30.598675 7.675634 0.202273 0.567136 0.549908 -0.429418 -0.437675 291
618.548871 29.371426 7.744678 0.188748 0.565762 0.552486 -0.428902 -0.436711 292
619.817031 28.644541 7.771704 0.175807 0.563347 0.555577 -0.433493 -0.431344 293
621.919508 27.450649 7.702712 0.161997 0.549529 0.570288 -0.437860 -0.425521 294
622.954032 26.864719 7.652088 0.156112 0.542487 0.576970 -0.444129 -0.419003 295
624.222280 26.161890 7.552629 0.143164 0.532581 0.587058 -0.451526 -0.409690 296
625.256839 25.605417 7.433641 0.141121 0.520845 0.596149 -0.457156 -0.405383 297
626.958829 24.651932 7.222389 0.129532 0.505977 0.609065 -0.468138 -0.392269 298
628.594152 23.767767 7.001825 0.114783 0.495064 0.617450 -0.475260 -0.384442 299
631.130539 22.367292 6.667831 0.096627 0.485942 0.624303 -0.481413 -0.377290 300
633.500058 21.049055 6.378159 0.125048 0.481229 0.625613 -0.482452 -0.379824 301
634.701505 20.366974 6.246403 0.122994 0.483167 0.623226 -0.484641 -0.378499 302
635.769510 19.776388 6.116200 0.129116 0.480813 0.625319 -0.482054 -0.381339 303
637.671811 18.747419 5.929804 0.132238 0.485151 0.623824 -0.482111 -0.378208 304
638.706363 18.170235 5.812613 0.134463 0.483563 0.623788 -0.482116 -0.380289 305
640.308277 17.266628 5.627468 0.135933 0.483575 0.623673 -0.481092 -0.381756 306
642.577556 16.025015 5.361525 0.133421 0.481073 0.626455 -0.481536 -0.379797 307
643.745624 15.359618 5.210514 0.119258 0.480663 0.628271 -0.481484 -0.377374 308
646.682465 13.805530 4.868704 0.107482 0.481540 0.627696 -0.483131 -0.375102 309
647.817150 13.208046 4.698489 0.082815 0.479170 0.627261 -0.485359 -0.375987 310
650.320315 11.902828 4.372965 0.101615 0.474549 0.629263 -0.490345 -0.372013 311
651.755402 11.150761 4.177402 0.103358 0.469596 0.632109 -0.493471 -0.369329 312
655.960642 8.827857 3.563648 0.080054 0.466906 0.637303 -0.489267 -0.369406 313
656.995197 8.251803 3.430757 0.076254 0.469259 0.637219 -0.487387 -0.369056 314
658.864036 7.229837 3.183657 0.070812 0.472660 0.634487 -0.484264 -0.373505 315
660.699487 6.228039 3.028069 0.059509 0.478930 0.626948 -0.482104 -0.380969 316
