#timestamp x y z qx qy qz qw id
662.067719 5.457181 2.920238 0.056532 0.482720 0.622955 -0.479351 -0.386174 317
663.102230 4.910995 2.841053 0.053262 0.488858 0.617230 -0.480260 -0.386516 318
665.137910 3.828466 2.529863 0.044489 0.476849 0.628918 -0.483401 -0.378683 319
666.272661 3.227068 2.252882 0.031307 0.458622 0.642982 -0.494316 -0.363168 320
667.640923 2.593785 1.834731 0.015909 0.428365 0.663689 -0.511359 -0.338426 321
668.742204 2.120299 1.439308 -0.004558 0.402102 0.678836 -0.526823 -0.316154 322
670.477580 1.458726 0.749681 -0.018838 0.358251 0.700829 -0.547866 -0.283439 323
672.346567 0.855130 -0.070901 -0.011476 0.308706 0.723634 -0.564762 -0.249194 324
673.414506 0.554623 -0.578565 -0.016128 0.279363 0.734750 -0.574683 -0.227678 325
674.582568 0.277208 -1.147055 -0.012364 0.248976 0.746483 -0.583364 -0.201148 326
675.984242 0.049114 -1.929978 -0.024910 0.200718 0.761616 -0.594516 -0.161879 327
677.419298 -0.049922 -2.745382 -0.029955 0.147309 0.773945 -0.603810 -0.121334 328
678.787598 -0.078133 -3.482742 -0.018261 0.103149 0.778881 -0.612366 -0.087826 329
679.855525 -0.058331 -4.083706 -0.014820 0.068471 0.781456 -0.617317 -0.059651 330
681.157077 -0.022495 -4.788263 -0.006243 0.037112 0.781177 -0.621907 -0.040209 331
682.191667 -0.045772 -5.373250 -0.018038 0.025169 0.784502 -0.618840 -0.030994 332
683.326362 -0.060200 -5.700710 -0.020092 0.020147 0.785957 -0.617400 -0.026151 333
